Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
1.14880e-03,-0.58,1.02
1.15040e-03,0.58,-0.98
1.15200e-03,0.86,1.02
1.15360e-03,0.14,-0.94
1.15520e-03,-0.82,1.02
1.15680e-03,-0.58,-0.98
1.15840e-03,0.58,1.02
1.16000e-03,0.82,-0.98
1.16160e-03,0.14,1.02
1.16320e-03,-0.78,-0.94
1.16480e-03,-0.62,1.02
1.16640e-03,0.54,-0.94
1.16800e-03,0.86,1.02
1.16960e-03,0.14,-0.94
1.17120e-03,-0.78,1.02
1.17280e-03,-0.58,-0.98
1.17440e-03,0.54,1.02
1.17600e-03,0.82,-0.94
1.17760e-03,0.14,1.06
1.17920e-03,-0.74,-0.94
1.18080e-03,-0.58,1.02
1.18240e-03,0.54,-0.94
1.18400e-03,0.86,1.02
1.18560e-03,0.14,-0.94
1.18720e-03,-0.78,1.02
1.18880e-03,-0.62,-0.94
1.19040e-03,0.5,1.02
1.19200e-03,0.82,-0.94
1.19360e-03,0.14,1.02
1.19520e-03,-0.82,-0.94
1.19680e-03,-0.62,1.02
1.19840e-03,0.54,-0.94
1.20000e-03,0.86,1.02
1.20160e-03,0.14,-0.94
1.20320e-03,-0.78,1.02
1.20480e-03,-0.62,-0.94
1.20640e-03,0.5,1.02
1.20800e-03,0.86,-0.94
1.20960e-03,0.18,1.02
1.21120e-03,-0.78,-0.94
1.21280e-03,-0.62,1.02
1.21440e-03,0.5,-0.94
1.21600e-03,0.86,1.02
1.21760e-03,0.14,-0.94
1.21920e-03,-0.74,1.02
1.22080e-03,-0.62,-0.94
1.22240e-03,0.5,1.02
1.22400e-03,0.86,-0.94
1.22560e-03,0.18,1.02
1.22720e-03,-0.78,-0.94
1.22880e-03,-0.62,1.02
1.23040e-03,0.54,-0.94
1.23200e-03,0.86,1.06
1.23360e-03,0.14,-0.94
1.23520e-03,-0.78,1.02
1.23680e-03,-0.62,-0.94
1.23840e-03,0.54,1.02
1.24000e-03,0.86,-0.94
1.24160e-03,0.18,1.02
1.24320e-03,-0.78,-0.94
1.24480e-03,-0.62,1.02
1.24640e-03,0.5,-0.94
1.24800e-03,0.86,1.02
1.24960e-03,0.18,-0.94
1.25120e-03,-0.78,1.02
1.25280e-03,-0.62,-0.94
1.25440e-03,0.5,1.02
1.25600e-03,0.86,-0.94
1.25760e-03,0.18,1.06
1.25920e-03,-0.78,-0.98
1.26080e-03,-0.62,1.02
1.26240e-03,0.54,-0.94
1.26400e-03,0.86,1.06
1.26560e-03,0.18,-0.94
1.26720e-03,-0.78,1.06
1.26880e-03,-0.66,-0.98
1.27040e-03,0.54,1.06
1.27200e-03,0.86,-0.94
1.27360e-03,0.18,1.06
1.27520e-03,-0.78,-0.94
1.27680e-03,-0.62,1.02
1.27840e-03,0.54,-0.98
1.28000e-03,0.86,1.06
1.28160e-03,0.18,-0.98
1.28320e-03,-0.78,1.02
1.28480e-03,-0.62,-0.98
1.28640e-03,0.54,1.06
1.28800e-03,0.82,-0.98
1.28960e-03,0.22,1.06
1.29120e-03,-0.78,-0.98
1.29280e-03,-0.62,1.06
1.29440e-03,0.58,-0.98
1.29600e-03,0.82,1.06
1.29760e-03,0.22,-0.98
1.29920e-03,-0.78,1.06
1.30080e-03,-0.62,-0.98
1.30240e-03,0.54,1.06
1.30400e-03,0.82,-0.98
1.30560e-03,0.18,1.06
1.30720e-03,-0.78,-0.98
1.30880e-03,-0.62,1.06
1.31040e-03,0.58,-0.98
1.31200e-03,0.82,1.06
1.31360e-03,0.18,-0.98
1.31520e-03,-0.74,1.06
1.31680e-03,-0.66,-0.98
1.31840e-03,0.58,1.06
1.32000e-03,0.86,-1.02
1.32160e-03,0.22,1.06
1.32320e-03,-0.78,-0.98
1.32480e-03,-0.62,1.06
1.32640e-03,0.62,-0.98
1.32800e-03,0.82,1.06
1.32960e-03,0.22,-0.98
1.33120e-03,-0.78,1.02
1.33280e-03,-0.66,-0.98
1.33440e-03,0.58,1.06
1.33600e-03,0.86,-1.02
1.33760e-03,0.26,1.06
1.33920e-03,-0.78,-0.98
1.34080e-03,-0.66,1.06
1.34240e-03,0.58,-0.98
1.34400e-03,0.86,1.06
1.34560e-03,0.22,-0.98
1.34720e-03,-0.74,1.02
1.34880e-03,-0.62,-0.98
1.35040e-03,0.54,1.06
1.35200e-03,0.86,-0.98
1.35360e-03,0.22,1.06
1.35520e-03,-0.78,-0.98
1.35680e-03,-0.66,1.02
1.35840e-03,0.54,-0.98
1.36000e-03,0.86,1.06
1.36160e-03,0.22,-0.98
1.36320e-03,-0.74,1.02
1.36480e-03,-0.66,-0.98
1.36640e-03,0.54,1.06
1.36800e-03,0.82,-0.98
1.36960e-03,0.26,1.06
1.37120e-03,-0.74,-0.98
1.37280e-03,-0.62,1.02
1.37440e-03,0.58,-0.98
1.37600e-03,0.86,1.02
1.37760e-03,0.26,-0.94
1.37920e-03,-0.74,1.02
1.38080e-03,-0.66,-0.98
1.38240e-03,0.58,1.02
1.38400e-03,0.86,-0.98
1.38560e-03,0.26,1.02
1.38720e-03,-0.7,-0.94
1.38880e-03,-0.66,1.02
1.39040e-03,0.54,-0.94
1.39200e-03,0.9,1.02
1.39360e-03,0.26,-0.94
1.39520e-03,-0.74,1.02
1.39680e-03,-0.66,-0.94
1.39840e-03,0.54,1.02
1.40000e-03,0.9,-0.94
1.40160e-03,0.26,1.02
1.40320e-03,-0.74,-0.94
1.40480e-03,-0.66,1.02
1.40640e-03,0.54,-0.94
1.40800e-03,0.86,1.02
1.40960e-03,0.26,-0.94
1.41120e-03,-0.74,1.02
1.41280e-03,-0.66,-0.9
1.41440e-03,0.5,1.02
1.41600e-03,0.86,-0.9
1.41760e-03,0.3,1.02
1.41920e-03,-0.74,-0.94
1.42080e-03,-0.66,1.02
1.42240e-03,0.5,-0.94
1.42400e-03,0.86,1.02
1.42560e-03,0.3,-0.94
1.42720e-03,-0.74,1.02
1.42880e-03,-0.66,-0.94
1.43040e-03,0.46,1.02
1.43200e-03,0.86,-0.9
1.43360e-03,0.3,1.02
1.43520e-03,-0.7,-0.94
1.43680e-03,-0.66,1.02
1.43840e-03,0.5,-0.94
1.44000e-03,0.86,1.02
1.44160e-03,0.26,-0.9
1.44320e-03,-0.74,1.02
1.44480e-03,-0.7,-0.94
1.44640e-03,0.46,1.02
1.44800e-03,0.86,-0.94
1.44960e-03,0.3,1.02
1.45120e-03,-0.74,-0.94
1.45280e-03,-0.66,1.02
1.45440e-03,0.46,-0.94
1.45600e-03,0.86,1.06
1.45760e-03,0.3,-0.94
1.45920e-03,-0.7,1.02
1.46080e-03,-0.66,-0.94
1.46240e-03,0.46,1.02
1.46400e-03,0.9,-0.98
1.46560e-03,0.3,1.02
1.46720e-03,-0.74,-0.94
1.46880e-03,-0.66,1.02
1.47040e-03,0.42,-0.94
1.47200e-03,0.9,1.02
1.47360e-03,0.3,-0.94
1.47520e-03,-0.7,1.02
1.47680e-03,-0.7,-0.94
1.47840e-03,0.42,1.02
1.48000e-03,0.9,-0.98
1.48160e-03,0.3,1.02
1.48320e-03,-0.7,-0.94
1.48480e-03,-0.7,1.02
1.48640e-03,0.42,-0.98
1.48800e-03,0.86,1.02
1.48960e-03,0.3,-0.98
1.49120e-03,-0.74,0.98
1.49280e-03,-0.66,-0.94
1.49440e-03,0.42,1.02
1.49600e-03,0.86,-0.98
1.49760e-03,0.3,1.02
1.49920e-03,-0.7,-0.98
1.50080e-03,-0.7,0.98
1.50240e-03,0.42,-0.98
1.50400e-03,0.86,1.02
1.50560e-03,0.3,-0.98
1.50720e-03,-0.7,0.98
1.50880e-03,-0.74,-0.98
1.51040e-03,0.46,1.02
1.51200e-03,0.86,-0.98
1.51360e-03,0.3,1.02
1.51520e-03,-0.7,-0.98
1.51680e-03,-0.7,1.02
1.51840e-03,0.38,-0.98
1.52000e-03,0.86,1.02
1.52160e-03,0.3,-0.98
1.52320e-03,-0.7,0.98
1.52480e-03,-0.7,-0.98
1.52640e-03,0.42,1.02
1.52800e-03,0.9,-0.98
1.52960e-03,0.34,1.02
1.53120e-03,-0.7,-0.94
1.53280e-03,-0.74,1.02
1.53440e-03,0.42,-0.98
1.53600e-03,0.9,1.02
1.53760e-03,0.3,-0.94
1.53920e-03,-0.66,1.02
1.54080e-03,-0.7,-0.98
1.54240e-03,0.42,1.02
1.54400e-03,0.86,-0.98
1.54560e-03,0.34,1.02
1.54720e-03,-0.74,-0.94
1.54880e-03,-0.7,1.02
1.55040e-03,0.46,-0.98
1.55200e-03,0.86,1.02
1.55360e-03,0.34,-0.94
1.55520e-03,-0.7,1.02
1.55680e-03,-0.7,-0.98
1.55840e-03,0.46,1.02
1.56000e-03,0.9,-0.94
1.56160e-03,0.34,1.02
1.56320e-03,-0.66,-0.94
1.56480e-03,-0.7,1.06
1.56640e-03,0.46,-0.94
1.56800e-03,0.86,1.06
1.56960e-03,0.34,-0.94
1.57120e-03,-0.7,1.06
1.57280e-03,-0.7,-0.94
1.57440e-03,0.5,1.06
1.57600e-03,0.9,-0.94
1.57760e-03,0.34,1.06
1.57920e-03,-0.66,-0.94
1.58080e-03,-0.7,1.06
1.58240e-03,0.5,-0.94
1.58400e-03,0.9,1.06
1.58560e-03,0.34,-0.94
1.58720e-03,-0.7,1.06
1.58880e-03,-0.7,-0.94
1.59040e-03,0.5,1.06
1.59200e-03,0.9,-0.94
1.59360e-03,0.34,1.06
1.59520e-03,-0.7,-0.94
1.59680e-03,-0.7,1.06
1.59840e-03,0.5,-0.94
1.60000e-03,0.86,1.06
1.60160e-03,0.34,-0.94
1.60320e-03,-0.66,1.06
1.60480e-03,-0.7,-0.94
1.60640e-03,0.5,1.06
1.60800e-03,0.86,-0.94
1.60960e-03,0.34,1.02
1.61120e-03,-0.7,-0.94
1.61280e-03,-0.74,1.02
1.61440e-03,0.46,-0.94
1.61600e-03,0.9,1.06
1.61760e-03,0.38,-0.94
1.61920e-03,-0.7,1.02
1.62080e-03,-0.74,-0.94
1.62240e-03,0.5,1.02
1.62400e-03,0.86,-0.94
1.62560e-03,0.34,1.06
1.62720e-03,-0.7,-0.94
1.62880e-03,-0.74,1.02
1.63040e-03,0.46,-0.94
1.63200e-03,0.86,1.06
1.63360e-03,0.34,-0.94
1.63520e-03,-0.66,1.02
1.63680e-03,-0.78,-0.94
1.63840e-03,0.46,1.02
1.64000e-03,0.86,-0.94
1.64160e-03,0.38,1.02
1.64320e-03,-0.7,-0.94
1.64480e-03,-0.74,1.02
1.64640e-03,0.5,-0.94
1.64800e-03,0.9,1.02
1.64960e-03,0.38,-0.9
1.65120e-03,-0.66,1.02
1.65280e-03,-0.74,-0.9
1.65440e-03,0.42,1.02
1.65600e-03,0.86,-0.9
1.65760e-03,0.38,1.02
1.65920e-03,-0.66,-0.9
1.66080e-03,-0.74,1.02
1.66240e-03,0.42,-0.94
1.66400e-03,0.9,1.02
1.66560e-03,0.34,-0.94
1.66720e-03,-0.66,1.06
1.66880e-03,-0.74,-0.94
1.67040e-03,0.42,1.02
1.67200e-03,0.86,-0.94
1.67360e-03,0.38,1.02
1.67520e-03,-0.66,-0.94
1.67680e-03,-0.7,1.02
1.67840e-03,0.42,-0.94
1.68000e-03,0.9,1.02
1.68160e-03,0.38,-0.94
1.68320e-03,-0.66,1.02
1.68480e-03,-0.74,-0.94
1.68640e-03,0.38,1.02
1.68800e-03,0.9,-0.94
1.68960e-03,0.38,1.02
1.69120e-03,-0.66,-0.94
1.69280e-03,-0.78,0.98
1.69440e-03,0.42,-0.94
1.69600e-03,0.9,1.02
1.69760e-03,0.42,-0.94
1.69920e-03,-0.66,1.02
1.70080e-03,-0.74,-0.94
1.70240e-03,0.38,1.02
1.70400e-03,0.9,-0.94
1.70560e-03,0.42,1.02
1.70720e-03,-0.66,-0.98
1.70880e-03,-0.74,1.02
1.71040e-03,0.34,-0.98
1.71200e-03,0.86,0.98
1.71360e-03,0.38,-0.98
1.71520e-03,-0.62,0.98
1.71680e-03,-0.78,-0.98
1.71840e-03,0.34,0.98
1.72000e-03,0.86,-0.98
1.72160e-03,0.42,0.98
1.72320e-03,-0.66,-0.94
1.72480e-03,-0.74,0.98
1.72640e-03,0.34,-0.98
1.72800e-03,0.9,0.98
1.72960e-03,0.42,-0.98
1.73120e-03,-0.66,0.98
1.73280e-03,-0.74,-0.98
1.73440e-03,0.3,0.98
1.73600e-03,0.9,-0.98
1.73760e-03,0.42,0.98
1.73920e-03,-0.58,-1.02
1.74080e-03,-0.78,0.98
1.74240e-03,0.3,-0.98
1.74400e-03,0.86,0.98
1.74560e-03,0.42,-0.98
1.74720e-03,-0.62,0.98
1.74880e-03,-0.78,-0.98
1.75040e-03,0.34,0.98
1.75200e-03,0.9,-1.02
1.75360e-03,0.42,0.98
1.75520e-03,-0.62,-0.98
1.75680e-03,-0.74,0.98
1.75840e-03,0.3,-1.02
1.76000e-03,0.86,0.98
1.76160e-03,0.42,-0.98
1.76320e-03,-0.62,0.94
1.76480e-03,-0.78,-1.02
1.76640e-03,0.3,0.98
1.76800e-03,0.86,-1.02
1.76960e-03,0.42,0.98
1.77120e-03,-0.58,-0.98
1.77280e-03,-0.78,0.98
1.77440e-03,0.3,-0.98
1.77600e-03,0.86,0.98
1.77760e-03,0.42,-0.98
1.77920e-03,-0.62,0.98
1.78080e-03,-0.78,-1.02
1.78240e-03,0.34,0.94
1.78400e-03,0.9,-1.02
1.78560e-03,0.46,0.98
1.78720e-03,-0.58,-0.98
1.78880e-03,-0.78,0.98
1.79040e-03,0.34,-0.98
1.79200e-03,0.86,0.98
1.79360e-03,0.42,-1.02
1.79520e-03,-0.62,0.98
1.79680e-03,-0.78,-1.02
1.79840e-03,0.3,0.98
1.80000e-03,0.86,-0.98
1.80160e-03,0.42,0.98
1.80320e-03,-0.58,-0.98
1.80480e-03,-0.78,0.98
1.80640e-03,0.34,-0.98
1.80800e-03,0.86,1.02
1.80960e-03,0.42,-0.98
1.81120e-03,-0.62,0.98
1.81280e-03,-0.74,-0.98
1.81440e-03,0.34,0.98
1.81600e-03,0.82,-0.98
1.81760e-03,0.46,1.02
1.81920e-03,-0.62,-0.98
1.82080e-03,-0.78,1.02
1.82240e-03,0.34,-0.98
1.82400e-03,0.86,1.02
1.82560e-03,0.46,-0.98
1.82720e-03,-0.62,1.02
1.82880e-03,-0.78,-0.98
1.83040e-03,0.34,1.02
1.83200e-03,0.86,-1.02
1.83360e-03,0.46,1.02
1.83520e-03,-0.58,-1.02
1.83680e-03,-0.78,1.02
1.83840e-03,0.38,-1.02
1.84000e-03,0.86,1.02
1.84160e-03,0.46,-0.98
1.84320e-03,-0.58,1.02
1.84480e-03,-0.82,-0.98
1.84640e-03,0.38,1.02
1.84800e-03,0.86,-1.02
1.84960e-03,0.46,1.02
1.85120e-03,-0.58,-0.98
1.85280e-03,-0.78,1.02
1.85440e-03,0.42,-0.98
1.85600e-03,0.86,1.06
1.85760e-03,0.46,-0.98
1.85920e-03,-0.62,1.06
1.86080e-03,-0.78,-0.98
1.86240e-03,0.38,1.06
1.86400e-03,0.86,-0.98
1.86560e-03,0.46,1.02
1.86720e-03,-0.58,-0.98
1.86880e-03,-0.78,1.02
1.87040e-03,0.38,-0.98
1.87200e-03,0.86,1.06
1.87360e-03,0.46,-0.98
1.87520e-03,-0.58,1.02
1.87680e-03,-0.78,-0.98
1.87840e-03,0.38,1.06
1.88000e-03,0.86,-0.98
1.88160e-03,0.46,1.02
1.88320e-03,-0.62,-0.94
1.88480e-03,-0.78,1.02
1.88640e-03,0.38,-0.94
1.88800e-03,0.9,1.02
1.88960e-03,0.46,-0.94
1.89120e-03,-0.58,1.02
1.89280e-03,-0.78,-0.98
1.89440e-03,0.38,1.02
1.89600e-03,0.86,-0.94
1.89760e-03,0.46,1.02
1.89920e-03,-0.54,-0.94
1.90080e-03,-0.78,1.02
1.90240e-03,0.38,-0.94
1.90400e-03,0.86,1.02
1.90560e-03,0.5,-0.98
1.90720e-03,-0.58,1.02
1.90880e-03,-0.78,-0.98
1.91040e-03,0.38,1.02
1.91200e-03,0.9,-0.94
1.91360e-03,0.5,1.02
1.91520e-03,-0.58,-0.98
1.91680e-03,-0.78,0.98
1.91840e-03,0.38,-0.98
1.92000e-03,0.9,1.02
1.92160e-03,0.5,-0.98
1.92320e-03,-0.58,1.02
1.92480e-03,-0.82,-0.94
1.92640e-03,0.34,0.98
1.92800e-03,0.86,-0.94
1.92960e-03,0.5,1.02
1.93120e-03,-0.58,-0.94
1.93280e-03,-0.78,1.02
1.93440e-03,0.34,-0.94
1.93600e-03,0.86,0.98
1.93760e-03,0.5,-0.98
1.93920e-03,-0.58,0.98
1.94080e-03,-0.78,-0.98
1.94240e-03,0.34,1.02
1.94400e-03,0.9,-0.98
1.94560e-03,0.5,0.98
1.94720e-03,-0.54,-0.98
1.94880e-03,-0.78,0.98
1.95040e-03,0.3,-0.98
1.95200e-03,0.86,0.98
1.95360e-03,0.54,-0.98
1.95520e-03,-0.58,0.98
1.95680e-03,-0.82,-0.98
1.95840e-03,0.3,0.98
1.96000e-03,0.86,-0.98
1.96160e-03,0.5,0.98
1.96320e-03,-0.54,-0.98
1.96480e-03,-0.82,0.98
1.96640e-03,0.26,-0.98
1.96800e-03,0.86,0.94
1.96960e-03,0.5,-0.98
1.97120e-03,-0.58,0.98
1.97280e-03,-0.82,-0.98
1.97440e-03,0.26,0.98
1.97600e-03,0.86,-1.02
1.97760e-03,0.54,0.94
1.97920e-03,-0.54,-0.98
1.98080e-03,-0.82,0.94
1.98240e-03,0.26,-0.98
1.98400e-03,0.9,0.94
1.98560e-03,0.54,-0.98
1.98720e-03,-0.54,0.94
1.98880e-03,-0.82,-1.02
1.99040e-03,0.22,0.94
1.99200e-03,0.86,-0.98
1.99360e-03,0.54,0.94
1.99520e-03,-0.54,-0.98
1.99680e-03,-0.82,0.94
1.99840e-03,0.22,-1.02
2.00000e-03,0.9,0.94
2.00160e-03,0.54,-1.02
2.00320e-03,-0.5,0.94
2.00480e-03,-0.82,-1.02
2.00640e-03,0.18,0.94
2.00800e-03,0.86,-1.02
2.00960e-03,0.54,0.94
2.01120e-03,-0.54,-0.98
2.01280e-03,-0.82,0.94
2.01440e-03,0.22,-1.02
2.01600e-03,0.86,0.94
2.01760e-03,0.58,-1.02
2.01920e-03,-0.54,0.94
2.02080e-03,-0.82,-1.02
2.02240e-03,0.22,0.94
2.02400e-03,0.86,-1.02
2.02560e-03,0.54,0.94
2.02720e-03,-0.5,-1.02
2.02880e-03,-0.82,0.94
2.03040e-03,0.22,-0.98
2.03200e-03,0.86,0.94
2.03360e-03,0.54,-1.02
2.03520e-03,-0.5,0.94
2.03680e-03,-0.82,-1.02
2.03840e-03,0.18,0.98
2.04000e-03,0.86,-1.02
2.04160e-03,0.5,0.98
2.04320e-03,-0.5,-1.02
2.04480e-03,-0.82,0.94
2.04640e-03,0.18,-1.02
2.04800e-03,0.82,0.98
2.04960e-03,0.54,-0.98
2.05120e-03,-0.5,0.94
2.05280e-03,-0.82,-1.02
2.05440e-03,0.22,0.98
2.05600e-03,0.86,-1.02
2.05760e-03,0.54,0.94
2.05920e-03,-0.5,-0.98
2.06080e-03,-0.82,0.94
2.06240e-03,0.18,-1.02
2.06400e-03,0.82,0.94
2.06560e-03,0.54,-1.02
2.06720e-03,-0.5,0.94
2.06880e-03,-0.82,-1.02
2.07040e-03,0.18,0.94
2.07200e-03,0.82,-1.02
2.07360e-03,0.54,0.94
2.07520e-03,-0.5,-1.02
2.07680e-03,-0.86,0.98
2.07840e-03,0.22,-1.02
2.08000e-03,0.86,0.98
2.08160e-03,0.58,-1.02
2.08320e-03,-0.5,0.94
2.08480e-03,-0.82,-1.02
2.08640e-03,0.18,0.98
2.08800e-03,0.86,-1.02
2.08960e-03,0.54,0.94
2.09120e-03,-0.5,-1.02
2.09280e-03,-0.82,0.98
2.09440e-03,0.22,-1.02
2.09600e-03,0.86,0.94
2.09760e-03,0.54,-1.02
2.09920e-03,-0.5,0.94
2.10080e-03,-0.82,-1.02
2.10240e-03,0.22,0.98
2.10400e-03,0.86,-1.02
2.10560e-03,0.54,0.98
2.10720e-03,-0.5,-1.02
2.10880e-03,-0.82,0.98
2.11040e-03,0.26,-1.02
2.11200e-03,0.82,0.98
2.11360e-03,0.54,-1.02
2.11520e-03,-0.5,0.98
2.11680e-03,-0.86,-1.02
2.11840e-03,0.26,0.98
2.12000e-03,0.82,-1.02
2.12160e-03,0.58,0.98
2.12320e-03,-0.5,-1.02
2.12480e-03,-0.82,0.98
2.12640e-03,0.26,-1.02
2.12800e-03,0.86,0.98
2.12960e-03,0.58,-1.02
2.13120e-03,-0.5,0.98
2.13280e-03,-0.86,-1.02
2.13440e-03,0.26,0.98
2.13600e-03,0.86,-1.02
2.13760e-03,0.58,0.98
2.13920e-03,-0.5,-1.02
2.14080e-03,-0.86,0.98
2.14240e-03,0.26,-1.02
2.14400e-03,0.86,0.98
2.14560e-03,0.54,-1.02
2.14720e-03,-0.5,0.98
2.14880e-03,-0.82,-1.02
2.15040e-03,0.26,0.98
2.15200e-03,0.86,-1.02
2.15360e-03,0.62,1.02
2.15520e-03,-0.46,-0.98
2.15680e-03,-0.86,0.98
2.15840e-03,0.26,-1.02
2.16000e-03,0.86,0.98
2.16160e-03,0.58,-1.02
2.16320e-03,-0.46,0.98
2.16480e-03,-0.86,-1.02
2.16640e-03,0.3,0.98
2.16800e-03,0.86,-1.02
2.16960e-03,0.58,0.98
2.17120e-03,-0.46,-0.98
2.17280e-03,-0.82,0.98
2.17440e-03,0.26,-1.02
2.17600e-03,0.86,0.98
2.17760e-03,0.58,-1.02
2.17920e-03,-0.46,0.98
2.18080e-03,-0.82,-0.98
2.18240e-03,0.26,0.98
2.18400e-03,0.82,-0.98
2.18560e-03,0.62,0.98
2.18720e-03,-0.46,-0.98
2.18880e-03,-0.86,0.98
2.19040e-03,0.22,-1.02
2.19200e-03,0.86,0.98
2.19360e-03,0.58,-0.98
2.19520e-03,-0.46,0.98
2.19680e-03,-0.82,-0.98
2.19840e-03,0.22,0.98
2.20000e-03,0.86,-0.98
2.20160e-03,0.58,0.98
2.20320e-03,-0.46,-0.98
2.20480e-03,-0.86,0.94
2.20640e-03,0.22,-1.02
2.20800e-03,0.9,0.98
2.20960e-03,0.58,-0.98
2.21120e-03,-0.46,0.94
2.21280e-03,-0.86,-0.98
2.21440e-03,0.18,0.94
2.21600e-03,0.86,-0.98
2.21760e-03,0.62,0.94
2.21920e-03,-0.46,-0.98
2.22080e-03,-0.86,0.94
2.22240e-03,0.18,-0.98
2.22400e-03,0.86,0.94
2.22560e-03,0.62,-0.98
2.22720e-03,-0.46,0.94
2.22880e-03,-0.86,-0.98
2.23040e-03,0.22,0.94
2.23200e-03,0.86,-1.02
2.23360e-03,0.58,0.94
2.23520e-03,-0.42,-0.98
2.23680e-03,-0.86,0.94
2.23840e-03,0.22,-1.02
2.24000e-03,0.86,0.98
2.24160e-03,0.62,-0.98
2.24320e-03,-0.42,0.98
2.24480e-03,-0.86,-1.02
2.24640e-03,0.18,0.94
2.24800e-03,0.82,-0.98
2.24960e-03,0.62,0.94
2.25120e-03,-0.42,-0.98
2.25280e-03,-0.86,0.94
2.25440e-03,0.14,-1.02
2.25600e-03,0.86,0.94
2.25760e-03,0.58,-0.98
2.25920e-03,-0.42,0.94
2.26080e-03,-0.86,-1.02
2.26240e-03,0.14,0.98
2.26400e-03,0.82,-0.98
2.26560e-03,0.62,0.98
2.26720e-03,-0.42,-1.02
2.26880e-03,-0.86,0.98
2.27040e-03,0.1,-1.02
2.27200e-03,0.82,0.98
2.27360e-03,0.62,-1.02
2.27520e-03,-0.38,0.98
2.27680e-03,-0.86,-1.02
2.27840e-03,0.14,0.98
2.28000e-03,0.82,-0.98
2.28160e-03,0.62,0.98
2.28320e-03,-0.42,-0.98
2.28480e-03,-0.86,0.98
2.28640e-03,0.1,-1.02
2.28800e-03,0.82,0.98
2.28960e-03,0.62,-1.02
2.29120e-03,-0.42,0.98
2.29280e-03,-0.9,-1.02
2.29440e-03,0.1,0.98
2.29600e-03,0.82,-0.98
2.29760e-03,0.66,0.98
2.29920e-03,-0.38,-0.98
2.30080e-03,-0.86,1.02
2.30240e-03,0.1,-0.98
2.30400e-03,0.78,0.98
2.30560e-03,0.66,-0.98
2.30720e-03,-0.38,0.98
2.30880e-03,-0.86,-0.98
2.31040e-03,0.1,1.02
2.31200e-03,0.82,-1.02
2.31360e-03,0.66,1.02
2.31520e-03,-0.38,-0.98
2.31680e-03,-0.86,0.98
2.31840e-03,0.0600001,-0.98
2.32000e-03,0.78,0.98
2.32160e-03,0.62,-0.98
2.32320e-03,-0.42,0.98
2.32480e-03,-0.9,-0.98
2.32640e-03,0.1,0.98
2.32800e-03,0.82,-0.98
2.32960e-03,0.66,1.02
2.33120e-03,-0.38,-0.98
2.33280e-03,-0.9,1.02
2.33440e-03,0.0600001,-0.98
2.33600e-03,0.82,1.02
2.33760e-03,0.66,-0.98
2.33920e-03,-0.38,0.98
2.34080e-03,-0.9,-0.98
2.34240e-03,0.0600001,0.98
2.34400e-03,0.78,-1.02
2.34560e-03,0.66,0.98
2.34720e-03,-0.38,-0.98
2.34880e-03,-0.86,0.98
2.35040e-03,0.1,-1.02
2.35200e-03,0.82,0.98
2.35360e-03,0.66,-0.98
2.35520e-03,-0.34,1.02
2.35680e-03,-0.86,-1.02
2.35840e-03,0.1,1.02
2.36000e-03,0.78,-1.02
2.36160e-03,0.66,1.02
2.36320e-03,-0.38,-0.98
2.36480e-03,-0.9,0.98
2.36640e-03,0.14,-1.02
2.36800e-03,0.78,0.98
2.36960e-03,0.66,-1.02
2.37120e-03,-0.38,0.98
2.37280e-03,-0.9,-1.02
2.37440e-03,0.14,1.02
2.37600e-03,0.78,-1.02
2.37760e-03,0.66,1.02
2.37920e-03,-0.34,-1.02
2.38080e-03,-0.86,0.98
2.38240e-03,0.14,-1.02
2.38400e-03,0.82,1.02
2.38560e-03,0.66,-1.02
2.38720e-03,-0.38,0.98
2.38880e-03,-0.9,-1.02
2.39040e-03,0.14,0.98
2.39200e-03,0.78,-1.06
2.39360e-03,0.7,0.98
2.39520e-03,-0.38,-1.02
2.39680e-03,-0.86,0.98
2.39840e-03,0.14,-1.02
2.40000e-03,0.78,1.02
2.40160e-03,0.66,-1.02
2.40320e-03,-0.34,0.98
2.40480e-03,-0.86,-1.02
2.40640e-03,0.1,0.98
2.40800e-03,0.82,-1.02
2.40960e-03,0.66,0.98
2.41120e-03,-0.34,-1.02
2.41280e-03,-0.86,0.98
2.41440e-03,0.14,-1.02
2.41600e-03,0.78,0.98
2.41760e-03,0.66,-1.02
2.41920e-03,-0.34,0.94
2.42080e-03,-0.86,-1.02
2.42240e-03,0.18,0.98
2.42400e-03,0.82,-1.02
2.42560e-03,0.66,0.98
2.42720e-03,-0.34,-1.02
2.42880e-03,-0.9,0.98
2.43040e-03,0.14,-1.02
2.43200e-03,0.86,0.98
2.43360e-03,0.7,-1.02
2.43520e-03,-0.34,0.98
2.43680e-03,-0.9,-1.02
2.43840e-03,0.14,0.98
2.44000e-03,0.82,-1.02
2.44160e-03,0.7,0.98
2.44320e-03,-0.34,-1.02
2.44480e-03,-0.86,0.94
2.44640e-03,0.14,-1.02
2.44800e-03,0.82,0.98
2.44960e-03,0.66,-0.98
2.45120e-03,-0.38,0.98
2.45280e-03,-0.86,-1.02
2.45440e-03,0.1,0.98
